"Date","Airtemp_min","Airtemp_avg","Airtemp_max","Dewpoint_min","Soiltemp_avg","Soiltemp_max","Soiltemp_min","Snow_height","Precipitation","Cloud_O","Cloud_H","Windspeedavg_ms","Windspeedmax_ms","atmopressure_gPa","SaturationDeficit_Avg_gPa","SaturationDeficit_Max_gPa","Humidityavg_%","Humiditymin_%","Partialpressure_avg_gPa","Partialpressure_max_gPa"
"2018-06-06","11","23","33","1.6","23","33","11","","0","6","7","3.9","9","999.7","19.1","36.8","41","16","19.1","36.8"
"2018-06-07","11","23","38","2.6","23","38","11","","0","4","7","3.1","6","994.6","20.8","40.8","42","15","20.8","40.8"
"2018-06-08","13","20","29","2.6","20","29","13","","3.3","3","3","6.1","12","995.6","6.6","14.3","66","34","6.6","14.3"
"2018-06-09","6","17","30","-0.7","17","30","6","","0","4","7","2.5","6","1000.4","8.7","15.8","52","32","8.7","15.8"
"2018-06-10","9","19","31","-1.7","19","31","9","","0","4","7","3.1","7","994.6","14","25.7","43","17","14","25.7"
"2018-06-11","12","18","31","5.1","18","31","12","","0.4","2","5","2.9","5","993.4","7.1","11.5","62","43","7.1","11.5"
"2018-06-12","10","15","23","10.1","15","23","10","","12","2","3","2.6","5","992.2","3.2","7.1","82","64","3.2","7.1"
"2018-06-13","6","15","24","4.7","15","24","6","","0","6","6","2.6","4","996.4","6.3","10.8","63","47","6.3","10.8"
"2018-06-14","9","16","27","3.7","16","27","9","","0","4","4","3.6","6","996.3","9.2","17.1","55","37","9.2","17.1"
"2018-06-15","14","19","24","4","19","24","14","","0","3","3","3.3","5","994.1","11","14","47","38","11","14"
"2018-06-16","7","17","26","0","17","26","7","","0","6","4","2","3","996.5","8.9","15.6","52","29","8.9","15.6"
"2018-06-17","10","15","23","2.4","15","23","10","","0.9","6","5","3.3","6","992.6","6.4","12","61","38","6.4","12"
"2018-06-18","7","14","25","4","14","25","7","","1.7","6","4","2.6","4","989.5","4","12.1","75","40","4","12.1"
"2018-06-19","8","16","27","4.2","16","27","8","","0.6","5","5","4.3","7","987.6","6","11.2","67","42","6","11.2"
"2018-06-20","10","18","30","7.5","18","30","10","","0","6","6","3.4","6","990","8.3","15.7","63","44","8.3","15.7"
"2018-06-21","9","19","32","7.8","19","32","9","","2.9","4","4","3.5","6","987.7","7.5","15.1","66","49","7.5","15.1"
"2018-06-22","9","17","32","7.5","17","32","9","","0.3","5","4","3.5","8","985.4","6.4","10.9","66","49","6.4","10.9"
"2018-06-23","12","19","32","8.5","19","32","12","","1.4","3","3","2.8","5","987.6","6.6","16","71","41","6.6","16"
"2018-06-24","12","18","32","9.7","18","32","12","","3.3","6","4","3.3","6","991.7","4.5","9.6","78","61","4.5","9.6"
"2018-06-25","15","22","36","10.2","22","36","15","","0","3","5","3.9","6","996.9","8.8","18.4","64","41","8.8","18.4"
"2018-06-26","14","20","28","10.2","20","28","14","","0","6","4","5.3","9","998","6.1","13.1","73","53","6.1","13.1"
"2018-06-27","14","23","40","13.2","23","40","14","","0","6","5","3.1","6","995.7","7.8","16.6","71","50","7.8","16.6"
"2018-06-28","18","23","36","15.1","23","36","18","","3.6","5","6","4.1","9","990.2","4.5","10.7","81","65","4.5","10.7"
"2018-06-29","16","23","36","14.2","23","36","16","","0","6","4","1.4","3","987.8","6.8","18.1","77","48","6.8","18.1"
"2018-06-30","16","21","26","14","21","26","16","","0","5","4","3.9","7","994.1","4.1","5.1","82","79","4.1","5.1"
"2018-07-01","16","23","37","13.4","23","37","16","","0","3","3","3.5","5","999.6","8.4","15.7","70","55","8.4","15.7"
"2018-07-02","16","26","40","10.7","26","40","16","","0","1","7","3.8","8","1001.6","13.3","27.4","61","32","13.3","27.4"
"2018-07-03","18","24","38","7.7","24","38","18","","0","5","4","4.9","8","1004","8.1","14.7","65","42","8.1","14.7"
"2018-07-04","9","23","34","6","23","34","9","","0","7","7","1.4","4","1006","11.4","23.2","55","31","11.4","23.2"
"2018-07-05","13","22","32","7.6","22","32","13","","0","4","4","1.8","3","1001.7","9.5","15","61","47","9.5","15"
"2018-07-06","17","24","37","13.1","24","37","17","","0","2","5","3.8","6","996.9","10","17.9","65","47","10","17.9"
"2018-07-07","18","25","36","16.5","25","36","18","","6.1","3","6","3.3","4","993.5","7.3","14.7","77","60","7.3","14.7"
"2018-07-08","18","27","37","15.9","27","37","18","","0","6","1","2","3","996.5","11.1","24.6","69","44","11.1","24.6"
"2018-07-09","20","26","41","15.4","26","41","20","","0","6","4","4.9","6","995.3","8.6","11.8","71","63","8.6","11.8"
"2018-07-10","20","28","41","18.2","28","41","20","","2.5","6","6","2.9","5","995.9","7","14.9","78","59","7","14.9"
"2018-07-11","18","28","44","14.3","28","44","18","","0","5","1","2.6","6","995","10.1","20.7","70","45","10.1","20.7"
"2018-07-12","18","25","36","15","25","36","18","","1.4","6","5","3.1","7","992.6","8.2","18.7","73","49","8.2","18.7"
"2018-07-13","16","25","42","14.9","25","42","16","","0.3","5","6","4","7","991.5","9.7","21.3","69","44","9.7","21.3"
"2018-07-14","17","27","44","17","27","44","17","","0","5","4","5.8","10","992.8","9.7","18.7","71","53","9.7","18.7"
"2018-07-15","16","27","44","10.2","27","44","16","","0","6","4","6.6","10","997.6","12.4","20","57","39","12.4","20"
"2018-07-16","14","26","42","10.4","26","42","14","","0","7","7","4.5","7","1001.4","13.3","22.9","55","35","13.3","22.9"
"2018-07-17","14","26","45","9.4","26","45","14","","0","7","7","2.1","6","1003.2","14.4","27.3","55","30","14.4","27.3"
"2018-07-18","14","27","48","11.2","27","48","14","","0","6","7","1","3","1003.3","13.1","24.1","60","36","13.1","24.1"
"2018-07-19","18","27","44","13.2","27","44","18","","0","5","4","0.6","1","1001.8","11.1","22.8","67","40","11.1","22.8"
"2018-07-20","20","24","40","15.9","24","40","20","","1.5","2","5","4.4","8","1000.3","7","15.2","75","57","7","15.2"
"2018-07-21","18","20","27","  5.2","20","27","18","","0","2","5","8","10","1001.6","8.4","12.2","62","43","8.4","12.2"
"2018-07-22","10","19","34","1.1","19","34","10","","0","4","4","8.8","12","1003.2","8.4","15.7","55","32","8.4","15.7"
"2018-07-23","10","15","23","6","15","23","10","","4.3","2","2","5.5","10","998.5","4.2","9.5","75","54","4.2","9.5"
"2018-07-24","12","20","33","11.2","20","33","12","","2","3","3","7.4","13","997.2","10.5","22.4","66","40","10.5","22.4"
"2018-07-25","13","25","44","7.9","25","44","13","","0","4","7","5.5","8","1006","12.1","21.4","56","33","12.1","21.4"
"2018-07-26","11","26","45","11.4","26","45","11","","0","4","7","2.9","7","1010.5","13.8","31.4","63","32","13.8","31.4"
"2018-07-27","14","28","47","11.3","28","47","14","","0","4","7","3","6","1008.7","12.5","24.2","61","36","12.5","24.2"
"2018-07-28","14","26","46","12.5","26","46","14","","0","4","4","0.8","2","1006","11.2","23.5","66","39","11.2","23.5"
"2018-07-29","14","23","44","12.8","23","44","14","","0.3","4","4","3.4","9","1003.7","7.5","14.1","72","56","7.5","14.1"
"2018-07-30","14","17","21","7.4","17","21","14","","3.3","2","2","6","8","1007.7","3.3","6.6","80","61","3.3","6.6"
"2018-07-31","7","21","40","7.1","21","40","7","","0","6","7","3.1","6","1007.5","7.4","15.9","67","39","7.4","15.9"
"2018-08-01","12","21","32","10.3","21","32","12","","0","6","5","2.4","6","1001.9","7.1","16.5","73","48","7.1","16.5"
"2018-08-02","13","21","42","7.7","21","42","13","","2.5","6","6","3.3","5","1000.6","7.6","15.3","67","42","7.6","15.3"
"2018-08-03","13","24","43","9.5","24","43","13","","0","6","6","3","5","997.9","9.3","19.4","64","38","9.3","19.4"
"2018-08-04","17","22","37","  5.1","22","37","17","","0","6","6","4","6","993.8","7.8","12.6","61","42","7.8","12.6"
"2018-08-05","7","21","37","4.4","21","37","7","","0","4","7","1.6","4","1001.9","8.6","17.5","59","35","8.6","17.5"
"2018-08-06","10","24","46","6.8","24","46","10","","0","4","7","4.3","7","998.6","11","23.1","59","40","11","23.1"
"2018-08-07","13","23","42","9.5","23","42","13","","8.7","4","4","3.4","7","994.5","9.2","24.6","66","43","9.2","24.6"
"2018-08-08","14","22","38","12.9","22","38","14","","0","4","4","1.1","3","994.4","6.9","19","77","50","6.9","19"
"2018-08-09","15","24","39","15.2","24","39","15","","0.4","4","1","2.4","5","993.1","7.4","18.3","76","53","7.4","18.3"
"2018-08-10","17","21","31","15.3","21","31","17","","8.1","2","2","2.9","6","991.5","3.1","5.5","87","79","3.1","5.5"
"2018-08-11","13","16","20","7.2","16","20","13","","5.9","2","3","5.6","10","989.3","3.2","7.6","82","57","3.2","7.6"
"2018-08-12","7","15","28","5.1","15","28","7","","0","4","1","5.1","7","995.1","5.3","9.4","70","48","5.3","9.4"
"2018-08-13","7","20","42","5.4","20","42","7","","0","4","7","1.9","4","1001.4","9.1","20.7","65","38","9.1","20.7"
"2018-08-14","12","26","45","11.9","26","45","12","","0","1","7","3.8","6","1001.7","12","23.8","63","43","12","23.8"
"2018-08-15","17","23","38","11.7","23","38","17","","0.9","2","3","4","7","996.9","10.1","20.9","65","40","10.1","20.9"
"2018-08-16","13","21","41","10.8","21","41","13","","0","4","4","2.3","3","997.2","6.4","13.4","72","52","6.4","13.4"
"2018-08-17","12","22","42","10","22","42","12","","0","4","4","3.5","7","999.3","9.4","20.2","65","41","9.4","20.2"
"2018-08-18","10","21","39","8.2","21","39","10","","0","6","4","4.5","7","999.5","5.8","10.7","69","51","5.8","10.7"
"2018-08-19","12","14","15","10.1","14","15","12","","1.7","2","2","5.4","8","1001.2","2.1","2.8","86","82","2.1","2.8"
"2018-08-20","10","12","14","9.8","12","14","10","","6.3","2","2","7","9","995.3","0.91","1.7","94","88","0.91","1.7"
"2018-08-21","10","11","12","8","11","12","10","","36.5","2","2","7.5","9","987.3","0.69","1.1","95","91","0.69","1.1"
"2018-08-22","10","15","26","5.5","15","26","10","","6.9","2","3","4.9","7","991.7","5","14.9","75","38","5","14.9"
"2018-08-23","8","18","31","8.2","18","31","8","","0","6","4","1.8","4","993.1","6.2","15.1","76","53","6.2","15.1"
"2018-08-24","12","14","20","9.6","14","20","12","","9.2","2","5","2.4","4","991.1","2.7","6.8","84","68","2.7","6.8"
"2018-08-25","10","14","20","8","14","20","10","","0","2","6","2.6","5","990.6","2.8","5.5","81","66","2.8","5.5"
"2018-08-26","9","14","27","5.1","14","27","9","","2.7","2","6","1.4","3","993.4","1.7","5.3","89","70","1.7","5.3"
"2018-08-27","12","15","17","11","15","17","12","","0.7","2","2","5","8","997.5","1.8","3","89","83","1.8","3"
"2018-08-28","12","16","26","9","16","26","12","","1.8","6","6","3.5","5","1002.8","4.4","10.1","77","53","4.4","10.1"
"2018-08-29","11","18","27","8.1","18","27","11","","0","5","6","1.9","3","1006.5","5","12.1","75","51","5","12.1"
"2018-08-30","9","17","30","6.9","17","30","9","","5.2","5","4","1.5","4","1008","4.9","13.7","79","52","4.9","13.7"
"2018-08-31","10","14","21","3.1","14","21","10","","10.4","2","3","8.5","10","1012.4","3.7","7.9","73","50","3.7","7.9"
"2018-09-01","6","11","20","0.3","11","20","6","","0","2","6","5.6","10","1015.7","4.3","6.9","64","49","4.3","6.9"
"2018-09-02","5","13","25","4","13","25","5","","0","6","6","3.1","7","1014.2","4.5","10.9","72","43","4.5","10.9"
"2018-09-03","5","13","26","1.6","13","26","5","","0","7","7","1.3","4","1015.1","5.1","13.1","71","38","5.1","13.1"
"2018-09-04","9","16","29","5.9","16","29","9","","0","6","6","0.4","1","1018.8","4.4","11.3","76","46","4.4","11.3"
"2018-09-05","7","12","23","5","12","23","7","","0","4","4","1.5","4","1018.8","3.7","9.1","78","53","3.7","9.1"
"2018-09-06","9","13","23","2.7","13","23","9","","0","6","6","3","5","1013.7","4.6","9.7","70","43","4.6","9.7"
"2018-09-07","8","11","14","6.7","11","14","8","","5","2","4","2.4","5","1006","0.93","1.2","93","89","0.93","1.2"
"2018-09-08","10","13","22","9.1","13","22","10","","1.8","2","3","2.9","4","1003","1.5","4.7","91","76","1.5","4.7"
"2018-09-09","8","14","22","8.4","14","22","8","","0","4","4","2.4","4","1003","3.4","9.6","83","59","3.4","9.6"
"2018-09-10","6","11","20","-1.8","11","20","6","","0.6","2","3","4.5","6","1007.5","3.5","7.7","72","41","3.5","7.7"
"2018-09-11","1","9","22","-3","9","22","1","","0","6","6","2.9","5","1014","4.1","9.3","66","35","4.1","9.3"
"2018-09-12","8","12","23","3.2","12","23","8","","0","3","3","4","7","1013.2","5.3","10.3","65","44","5.3","10.3"
"2018-09-13","6","14","26","-0.3","14","26","6","","0","6","6","4.6","7","1009.2","8.9","19.7","55","23","8.9","19.7"
"2018-09-14","10","15","28","0.8","15","28","10","","0","4","4","5.5","8","999.3","11.2","15.4","44","35","11.2","15.4"
"2018-09-15","6","12","25","5.1","12","25","6","","0","4","4","5.1","9","1003.5","6.2","10.6","62","47","6.2","10.6"
"2018-09-16","6","13","28","5.5","13","28","6","","0","6","4","2.4","5","1008.6","3.8","10.5","76","46","3.8","10.5"
"2018-09-17","5","11","21","2.7","11","21","5","","0","4","4","1.1","2","1013.3","3.6","8.8","74","46","3.6","8.8"
"2018-09-18","4","12","26","2.6","12","26","4","","0","4","7","3.3","6","1011.9","6.4","13.9","62","35","6.4","13.9"
"2018-09-19","4","13","28","0.1","13","28","4","","0","6","7","6","10","1002.4","8.2","17.7","54","26","8.2","17.7"
"2018-09-20","7","14","27","-0.2","14","27","7","","0","6","4","3.8","6","992.2","7.4","12.2","55","43","7.4","12.2"
"2018-09-21","8","13","28","5.2","13","28","8","","0.8","2","3","3.3","6","989.2","2.9","8","82","54","2.9","8"
"2018-09-22","4","10","20","4","10","20","4","","2.1","6","4","2.8","5","992.8","2.1","6.7","86","60","2.1","6.7"
"2018-09-23","10","11","15","6.6","11","15","10","","0.5","2","2","4","7","1001.5","1.9","3.7","86","73","1.9","3.7"
"2018-09-24","8","13","23","5.4","13","23","8","","0","3","6","2.6","5","1007.5","5","12.4","72","42","5","12.4"
"2018-09-25","6","14","27","4.5","14","27","6","","0","7","7","3","5","1010.5","7.6","17","61","36","7.6","17"
"2018-09-26","7","14","28","3.9","14","28","7","","0","7","7","2.9","5","1013.8","8.9","19.3","56","30","8.9","19.3"
"2018-09-27","6","14","31","5.2","14","31","6","","0","7","7","3.1","7","1010.2","9.1","20.1","60","33","9.1","20.1"
"2018-09-28","8","11","16","4.4","11","16","8","","0","4","4","4.8","6","998.1","4.2","6.3","71","62","4.2","6.3"
"2018-09-29","4","10","21","1.8","10","21","4","","0","6","6","6.4","10","1001.7","5.5","11.6","65","39","5.5","11.6"
"2018-09-30","5","12","24","3.4","12","24","5","","0","4","4","4.3","7","1004.7","6.8","13.6","59","38","6.8","13.6"
"2018-10-01","6","9","12","0.4","9","12","6","","0.1","2","2","4.4","7","1004.1","4.3","8.6","65","51","4.3","8.6"
"2018-10-02","4","7","18","0.4","7","18","4","","0","6","6","3.3","6","1009.9","2.8","5.9","73","55","2.8","5.9"
"2018-10-03","4","9","21","-0.3","9","21","4","","0","6","4","3.4","7","1013.8","5.3","12.8","63","32","5.3","12.8"
"2018-10-04","2","10","26","0.2","10","26","2","","0","4","7","2.4","3","1007.5","6.4","14.9","58","30","6.4","14.9"
"2018-10-05","4","14","27","-2.5","14","27","4","","0","6","7","4","7","1003","12.6","25.3","46","23","12.6","25.3"
"2018-10-06","8","12","20","-3.1","12","20","8","","0","4","4","5.3","7","998.7","9.7","16","44","23","9.7","16"
"2018-10-07","5","8","18","-3.8","8","18","5","","0","6","6","3.8","5","1004.1","3.9","7.1","64","41","3.9","7.1"
"2018-10-08","5","10","24","-2.9","10","24","5","","0","2","6","4.5","6","1008.2","4.6","6.6","67","47","4.6","6.6"
"2018-10-09","6","10","22","-2.7","10","22","6","","0","4","7","7.3","10","1005.6","6.7","11.4","53","33","6.7","11.4"
"2018-10-10","3","7","12","-1.4","7","12","3","","0","6","6","3.4","5","1012.8","3.4","5.7","65","49","3.4","5.7"
"2018-10-11","3","7","14","-3.7","7","14","3","","0.3","4","4","7","9","996.7","5.6","12.1","57","28","5.6","12.1"
"2018-10-12","2","5","7","-1.1","5","7","2","","0","2","2","4","6","989.9","1.4","2.53","83","69","1.4","2.53"
"2018-10-13","0","4","17","-3.5","4","17","0","","1","6","6","2.6","6","993.9","1.1","2.84","85","62","1.1","2.84"
"2018-10-14","0","1","4","-2.5","1","4","0","","2.7","2","6","2.6","4","998.7","0.53","1.15","92","83","0.53","1.15"
"2018-10-15","-1","2","5","-3.4","2","5","-1","","0.3","6","6","1.5","4","1004.6","0.58","1.63","91","75","0.58","1.63"
"2018-10-16","-2","1","5","-3.2","1","5","-2","","0","2","5","3.4","5","1009.5","0.67","1.37","89","78","0.67","1.37"
"2018-10-17","-2","0","2","-5.2","0","2","-2","","0.1","4","4","5.6","7","1001.5","0.94","1.54","85","74","0.94","1.54"
"2018-10-18","0","2","4","-0.7","2","4","0","","8.3","2","2","7.4","9","985.9","0.50","0.90","93","87","0.50","0.90"
"2018-10-19","0","0","0","-2.2","0","0","0","","3.8","2","2","4.1","6","996","0.42","0.73","93","88","0.42","0.73"
"2018-10-20","0","3","8","-2.2","3","8","0","","0.3","2","2","3","5","997.7","0.86","2.2","90","82","0.86","2.2"
"2018-10-21","2","5","10","-4","5","10","2","","7.2","2","2","4.9","7","995.9","1.7","3.10","80","65","1.7","3.10"
"2018-10-22","-1","1","2","-7.8","1","2","-1","","0","2","2","5.8","8","1006.6","2.3","2.80","63","55","2.3","2.80"
"2018-10-23","-4","-1","8","-6.8","-1","8","-4","","0","5","4","5.1","7","1008.1","2.2","4.10","69","54","2.2","4.10"
"2018-10-24","-1","3","14","-4.4","3","14","-1","","0","6","1","4.5","7","1005.3","4","8","58","37","4","8"
"2018-10-25","2","5","16","-5.6","5","16","2","","0","6","6","3.4","6","1005.1","5.1","9.5","52","34","5.1","9.5"
"2018-10-26","-1","5","15","-1.4","5","15","-1","","0","1","7","4.3","7","1002.6","5.5","12.4","60","31","5.5","12.4"
"2018-10-27","4","8","15","-0.8","8","15","4","","1.5","2","4","4.6","7","991.9","4.4","6.6","65","47","4.4","6.6"
"2018-10-28","0","3","8","-6.6","3","8","0","","1.2","2","2","4.6","8","997.9","2.5","4.17","69","47","2.5","4.17"
"2018-10-29","-1","1","3","-4.2","1","3","-1","","4.9","2","2","5.4","8","1001.9","1.1","2.24","84","67","1.1","2.24"
"2018-10-30","-4","-1","5","-10.7","-1","5","-4","","0.5","3","6","4.6","8","1009.9","1.4","2.77","74","49","1.4","2.77"
"2018-10-31","-5","-3","-2","-12.9","-3","-2","-5","","0.7","6","6","5.3","8","1018.3","1.4","1.87","65","57","1.4","1.87"
"2018-11-01","-6","-2","0","-9.8","-2","0","-6","","1.5","2","2","3.6","6","1020.3","1.4","2.37","75","61","1.4","2.37"
"2018-11-02","-4","-1","0","-6.7","-1","0","-4","","0.8","2","2","4.9","6","1014.9","1.3","1.79","77","68","1.3","1.79"
"2018-11-03","-2","0","0","-5.5","0","0","-2","","0","3","3","4.1","6","1015.2","1.5","2.82","77","60","1.5","2.82"
"2018-11-04","-2","-1","1","-5.7","-1","1","-2","","0.3","6","6","4.5","8","1014.5","1.1","1.84","84","76","1.1","1.84"
"2018-11-05","0","0","2","-2.5","0","2","0","","4.2","2","2","5.1","7","1002.6","1","2.48","86","67","1","2.48"
"2018-11-06","-5","-3","0","-6.9","-3","0","-5","","1.4","2","2","4.8","8","1010.5","0.41","0.58","91","88","0.41","0.58"
"2018-11-07","-4","-1","0","-5.4","-1","0","-4","","0.8","2","2","4.9","6","1003.8","0.60","0.75","89","87","0.60","0.75"
"2018-11-08","-2","0","1","-7.2","0","1","-2","","1.7","2","2","4.9","6","994.7","0.66","1.55","89","70","0.66","1.55"
"2018-11-09","-14","-9","-2","-18.1","-9","-2","-14","","0","6","1","5.1","7","1010.5","0.96","1.30","66","58","0.96","1.30"
"2018-11-10","-16","-12","-7","-18.2","-12","-7","-16","","0","6","1","2.4","4","1019.4","0.60","0.90","73","62","0.60","0.90"
"2018-11-11","-14","-10","-6","-16.9","-10","-6","-14","","0.7","4","4","4.1","6","1022.3","0.68","1.13","76","64","0.68","1.13"
"2018-11-12","-13","-9","-6","-15","-9","-6","-13","","0","6","1","3.5","5","1022.2","0.75","1.13","76","68","0.75","1.13"
"2018-11-13","-9","-5","-2","-14","-5","-2","-9","","0","6","6","2.9","4","1020.2","1.6","1.89","65","61","1.6","1.89"
"2018-11-14","-11","-7","-2","-14.9","-7","-2","-11","","0","3","3","3.5","5","1019.3","1.6","2.48","60","44","1.6","2.48"
"2018-11-15","-10","-6","-2","-15.8","-6","-2","-10","","0","6","7","3.4","5","1019.7","2.1","2.87","52","46","2.1","2.87"
"2018-11-16","-6","-4","-2","-10.6","-4","-2","-6","","0.7","2","2","1","2","1026.5","1","1.67","79","62","1","1.67"
"2018-11-17","-5","-3","-1","-7","-3","-1","-5","","4.1","2","2","2.8","4","1010","0.56","0.93","89","80","0.56","0.93"
"2018-11-18","-6","-5","-3","-9.7","-5","-3","-6","","0.5","2","2","2","3","1011","0.65","1.35","85","71","0.65","1.35"
"2018-11-19","-7","-4","0","-9","-4","0","-7","","0","2","2","4","5","1013.8","1.2","1.78","76","70","1.2","1.78"
"2018-11-20","-2","-2","-1","-5.3","-2","-1","-2","","0","2","2","1.8","3","1008.3","0.66","1.55","88","73","0.66","1.55"
"2018-11-21","-4","-2","-2","-7.6","-2","-2","-4","","0","2","2","3.5","5","999.3","1.1","1.65","79","68","1.1","1.65"
"2018-11-22","-5","-3","-2","-7.3","-3","-2","-5","","0.9","2","2","4.9","6","984.8","0.89","1.22","82","77","0.89","1.22"
"2018-11-23","-21","-12","-5","-21.9","-12","-5","-21","","0","3","6","3.3","6","992.1","0.61","0.92","78","73","0.61","0.92"
"2018-11-24","-18","-10","-6","-19.4","-10","-6","-18","","2.6","6","4","4","6","986.2","0.49","0.62","83","76","0.49","0.62"
"2018-11-25","-18","-12","-8","-16.6","-12","-8","-18","","0.4","3","5","3.3","5","1000.2","0.59","0.93","79","71","0.59","0.93"
"2018-11-26","-12","-7","-4","-11.5","-7","-4","-12","","3","2","2","3.1","5","1003.3","0.56","0.82","85","81","0.56","0.82"
"2018-11-27","-12","-7","-2","-12.5","-7","-2","-12","","2.1","2","6","3.1","5","999.1","0.50","0.73","87","80","0.50","0.73"
"2018-11-28","-16","-14","-11","-16","-14","-11","-16","","0","3","1","2.1","3","1005.9","0.35","0.61","86","78","0.35","0.61"
"2018-11-29","-13","-6","0","-14.1","-6","0","-13","","9.1","2","2","5.4","9","991.4","0.54","1.18","86","79","0.54","1.18"
"2018-11-30","-25","-21","-12","-24.2","-21","-12","-25","","0","6","1","5.8","8","1007.1","0.39","0.50","72","69","0.39","0.50"
"2018-12-01","-25","-15","-10","-24.3","-15","-10","-25","","0.6","2","4","4.3","6","1015.2","0.45","0.64","79","76","0.45","0.64"
"2018-12-02","-24","-13","-6","-24.8","-13","-6","-24","","0.5","2","6","1.9","3","1024.1","0.46","0.74","83","80","0.46","0.74"
"2018-12-03","-8","-6","-4","-8.4","-6","-4","-8","","0","2","2","1.8","2","1023.3","0.33","0.42","92","90","0.33","0.42"
"2018-12-04","-9","-6","-5","-11","-6","-5","-9","","0.4","2","2","3.4","5","1029.3","0.29","0.43","92","88","0.29","0.43"
"2018-12-05","-13","-12","-9","-16.5","-12","-9","-13","","1.1","2","6","4.5","5","1027.7","0.45","0.52","81","78","0.45","0.52"
"2018-12-06","-17","-11","-8","-16.7","-11","-8","-17","","0","3","3","3.1","4","1023.1","0.51","0.60","80","78","0.51","0.60"
"2018-12-07","-17","-10","-6","-15","-10","-6","-17","","0","2","5","2.1","3","1019.2","0.69","1.14","77","69","0.69","1.14"
"2018-12-08","-23","-20","-12","-24.7","-20","-12","-23","","0","7","7","4.1","6","1018.6","0.35","0.58","74","66","0.35","0.58"
"2018-12-09","-24","-21","-15","-26","-21","-15","-24","","0","7","7","3.8","5","1016.4","0.44","0.95","69","53","0.44","0.95"
"2018-12-10","-25","-22","-18","-27.3","-22","-18","-25","","0","7","7","1.9","3","1014.4","0.27","0.57","76","66","0.27","0.57"
"2018-12-11","-28","-26","-22","-31.1","-26","-22","-28","","0","7","7","0.3","1","1015.7","0.17","0.23","78","75","0.17","0.23"
"2018-12-12","-25","-19","-12","-29.4","-19","-12","-25","","0.2","4","4","1.1","2","1016.6","0.25","0.36","79","76","0.25","0.36"
"2018-12-13","-14","-12","-9","-15.5","-12","-9","-14","","0","2","3","3","4","1016.4","0.41","0.63","83","75","0.41","0.63"
"2018-12-14","-16","-11","-7","-18.4","-11","-7","-16","","0.3","6","4","1.4","2","1016.6","0.37","0.56","85","75","0.37","0.56"
"2018-12-15","-13","-10","-8","-14","-10","-8","-13","","0","2","2","1.6","2","1014.9","0.22","0.26","92","91","0.22","0.26"
"2018-12-16","-14","-12","-8","-15.8","-12","-8","-14","","0","2","2","1.9","3","1011.7","0.22","0.36","91","88","0.22","0.36"
"2018-12-17","-18","-14","-10","-19.5","-14","-10","-18","","0.2","2","1","2","3","1017.1","0.26","0.31","88","85","0.26","0.31"
"2018-12-18","-10","-8","-6","-9.9","-8","-6","-10","","0.4","2","4","2.6","4","1016.4","0.25","0.32","93","92","0.25","0.32"
"2018-12-19","-10","-9","-6","-12.7","-9","-6","-10","","0.2","2","3","5.1","6","1012.5","0.60","0.94","82","73","0.60","0.94"
"2018-12-20","-27","-18","-8","-26.6","-18","-8","-27","","0","4","4","2.4","4","1029.1","0.35","0.62","79","74","0.35","0.62"
"2018-12-21","-24","-22","-18","-25.3","-22","-18","-24","","0","4","7","4.1","6","1031.2","0.26","0.37","79","75","0.26","0.37"
"2018-12-22","-23","-20","-18","-24.9","-20","-18","-23","","0","4","1","3","4","1017.3","0.32","0.44","77","72","0.32","0.44"
"2018-12-23","-28","-20","-14","-27.5","-20","-14","-28","","2.3","3","7","1.8","4","1017.6","0.25","0.36","82","78","0.25","0.36"
"2018-12-24","-38","-33","-28","-40.3","-33","-28","-38","","0","4","7","2","4","1032.8","0.10","0.12","75","72","0.10","0.12"
"2018-12-25","-40","-36","-32","-42.4","-36","-32","-40","","0","7","7","2.6","5","1035.7","0.09","0.12","71","70","0.09","0.12"
"2018-12-26","-34","-31","-28","-34.9","-31","-28","-34","","0","6","7","5.9","8","1033.4","0.16","0.21","70","65","0.16","0.21"
"2018-12-27","-32","-27","-22","-33.1","-27","-22","-32","","0","1","7","5.5","8","1026.6","0.25","0.45","67","57","0.25","0.45"
"2018-12-28","-26","-17","-12","-29.5","-17","-12","-26","","0","2","3","7.3","11","1013","0.54","0.78","68","65","0.54","0.78"
"2018-12-29","-14","-8","-6","-18","-8","-6","-14","","6.8","2","2","4.9","9","1001.1","0.51","0.73","84","67","0.51","0.73"
"2018-12-30","-19","-13","-6","-20.2","-13","-6","-19","","3.5","3","3","2.8","4","1004.6","0.28","0.35","87","80","0.28","0.35"
"2018-12-31","-22","-19","-16","-24.6","-19","-16","-22","","1.2","3","1","3.3","6","1015.3","0.29","0.33","79","75","0.29","0.33"
"2019-01-01","-23","-21","-18","-25.1","-21","-18","-23","","0","4","1","3.9","5","1018.7","0.28","0.35","78","77","0.28","0.35"
"2019-01-02","-21","-19","-18","-22.8","-19","-18","-21","","0.7","2","2","2.6","3","1020.5","0.34","0.40","77","75","0.34","0.40"
"2019-01-03","-26","-19","-13","-28.8","-19","-13","-26","","0.2","2","6","1.5","3","1023.7","0.31","0.43","79","77","0.31","0.43"
"2019-01-04","-13","-12","-10","-15.2","-12","-10","-13","","0.8","2","3","2.5","3","1020.8","0.44","0.67","83","76","0.44","0.67"
